"LLAVEHOG","LLAVEVIV","P2_8","FOLIO","VIV_SEL","HOGAR","EST_DIS","UPM_DIS","FAC_HOG"
"05824031","0582403","00","05824","03","1","137","01595",1121
"05825031","0582503","00","05825","03","1","004","00026",1132
"05826171","0582617","01","05826","17","1","039","00453",3363
"05827051","0582705","02","05827","05","1","035","00418",826
"05828031","0582803","01","05828","03","1","170","02020",1036
"05829011","0582901","01","05829","01","1","169","02003",1004
"05830011","0583001","01","05830","01","1","139","01649",1058
"05831031","0583103","01","05831","03","1","050","00721",3243
"05832041","0583204","01","05832","04","1","054","00817",1191
"05833031","0583303","02","05833","03","1","140","01660",1423
"05834011","0583401","01","05834","01","1","044","00511",2512
"05835031","0583503","01","05835","03","1","075","00959",21971
"05836041","0583604","01","05836","04","1","151","01784",2039
"05837011","0583701","01","05837","01","1","145","01720",1138
"05838081","0583808","03","05838","08","1","166","01971",658
"05839041","0583904","02","05839","04","1","145","01708",2585
"05840051","0584005","01","05840","05","1","140","01652",1668
"05841021","0584102","02","05841","02","1","122","01456",3365
"05842021","0584202","01","05842","02","1","034","00396",778
"05843011","0584301","01","05843","01","1","098","01185",1596
"05844051","0584405","03","05844","05","1","106","01272",3266
"05845011","0584501","01","05845","01","1","116","01409",5069
"05846201","0584620","03","05846","20","1","007","00060",4118
"05847021","0584702","00","05847","02","1","026","00272",1902
"05848131","0584813","02","05848","13","1","173","02040",4785
"05849021","0584902","01","05849","02","1","010","00120",2739
"05850041","0585004","01","05850","04","1","106","01291",2916
"05850042","0585004","01","05850","04","2","106","01291",2916
"05851061","0585106","02","05851","06","1","013","00147",488
"05852201","0585220","04","05852","20","1","067","00920",1739
"05853031","0585303","02","05853","03","1","120","01421",5724
"05854031","0585403","01","05854","03","1","048","00559",5687
"05855021","0585502","02","05855","02","1","067","00918",1831
"05856011","0585601","01","05856","01","1","182","02097",2212
"05857041","0585704","02","05857","04","1","033","00394",835
"05858011","0585801","02","05858","01","1","133","01568",1491
"05859041","0585904","03","05859","04","1","087","01096",11554
"05860051","0586005","02","05860","05","1","030","00335",1555
"05861101","0586110","01","05861","10","1","071","00938",2501
"05862021","0586202","01","05862","02","1","106","01265",3434
"05863051","0586305","01","05863","05","1","162","01855",1979
"05864041","0586404","02","05864","04","1","017","00183",732
"05865061","0586506","01","05865","06","1","067","00918",1831
"05866011","0586601","02","05866","01","1","147","01735",2939
"05867031","0586703","00","05867","03","1","169","01987",1155
"05868041","0586804","01","05868","04","1","113","01393",3021
"05869021","0586902","01","05869","02","1","085","01053",10752
"05870011","0587001","00","05870","01","1","050","00708",3458
"05871031","0587103","02","05871","03","1","175","02064",4903
"05872011","0587201","01","05872","01","1","046","00555",1050
"05873051","0587305","01","05873","05","1","157","01835",4084
"05874031","0587403","01","05874","03","1","063","00887",2678
"05875011","0587501","00","05875","01","1","005","00039",1139
"05876041","0587604","02","05876","04","1","080","01008",6695
"05877051","0587705","02","05877","05","1","015","00161",365
"05878201","0587820","01","05878","20","1","153","01809",2602
"05879151","0587915","01","05879","15","1","013","00146",496
"05880121","0588012","02","05880","12","1","075","00966",3387
"05881011","0588101","01","05881","01","1","081","01017",6441
"05882021","0588202","00","05882","02","1","175","02057",5683
"05883041","0588304","02","05883","04","1","163","01917",1920
"05884031","0588403","01","05884","03","1","019","00221",728
"05885161","0588516","01","05885","16","1","136","01590",1225
"05886051","0588605","04","05886","05","1","049","00672",1906
"05887041","0588704","00","05887","04","1","121","01448",1033
"05888021","0588802","01","05888","02","1","035","00416",888
"05889181","0588918","01","05889","18","1","180","02092",2522
"05890011","0589001","03","05890","01","1","132","01556",1226
"05891071","0589107","02","05891","07","1","115","01404",6225
"05892171","0589217","04","05892","17","1","125","01466",2305
"05893201","0589320","00","05893","20","1","056","00830",5624
"05894031","0589403","01","05894","03","1","126","01470",2278
"05895011","0589501","01","05895","01","1","047","00556",1507
"05896051","0589605","03","05896","05","1","151","01775",2137
"05897101","0589710","03","05897","10","1","174","02047",5218
"05898181","0589818","01","05898","18","1","173","02042",4624
"05899051","0589905","00","05899","05","1","046","00547",3150
"05900031","0590003","00","05900","03","1","108","01353",3288
"05901191","0590119","01","05901","19","1","109","01373",2841
"05902161","0590216","01","05902","16","1","172","02037",7996
"05903021","0590302","01","05903","02","1","156","01825",2210
"05904111","0590411","01","05904","11","1","180","02091",2598
"05905031","0590503","03","05905","03","1","088","01111",4301
"05906131","0590613","00","05906","13","1","137","01595",1121
"05907161","0590716","00","05907","16","1","056","00830",5624
"05908071","0590807","00","05908","07","1","159","01844",2105
"05909051","0590905","00","05909","05","1","128","01498",2320
"05910171","0591017","01","05910","17","1","081","01017",6441
"05911031","0591103","03","05911","03","1","018","00209",752
"05912091","0591209","01","05912","09","1","173","02041",4774
"05913041","0591304","01","05913","04","1","103","01231",1105
"05914041","0591404","01","05914","04","1","096","01155",3604
"05915111","0591511","01","05915","11","1","081","01018",5909
"05916011","0591601","02","05916","01","1","031","00374",1832
"05917051","0591705","01","05917","05","1","169","02004",991
"05918031","0591803","01","05918","03","1","162","01892",1614
"05919051","0591905","00","05919","05","1","059","00868",4829
"05920041","0592004","01","05920","04","1","166","01967",2601
"05921011","0592101","04","05921","01","1","190","02171",1808
"05922021","0592202","03","05922","02","1","147","01737",2630
"05923031","0592303","00","05923","03","1","092","01133",4201
"05924151","0592415","01","05924","15","1","105","01251",2799
"05925171","0592517","03","05925","17","1","043","00484",2372
"05926011","0592601","02","05926","01","1","066","00907",4473
"05927011","0592701","01","05927","01","1","151","01777",2117
"05928031","0592803","02","05928","03","1","085","01027",15661
"05929061","0592906","03","05929","06","1","116","01408",6402
"05930021","0593002","02","05930","02","1","166","01967",2601
"05931011","0593101","02","05931","01","1","156","01825",2210
"05932041","0593204","01","05932","04","1","136","01589",1281
"05933161","0593316","05","05933","16","1","032","00390",691
"05934011","0593401","01","05934","01","1","163","01917",1920
"05935141","0593514","01","05935","14","1","149","01742",1939
"05936021","0593602","01","05936","02","1","091","01121",4338
"05937111","0593711","01","05937","11","1","111","01381",3504
"05938091","0593809","02","05938","09","1","101","01215",1128
"05939031","0593903","02","05939","03","1","085","01053",10752
"05940031","0594003","03","05940","03","1","098","01189",1386
"05941031","0594103","01","05941","03","1","121","01433",5100
"05942021","0594202","02","05942","02","1","120","01427",4872
"05943181","0594318","01","05943","18","1","159","01844",2105
"05944141","0594414","02","05944","14","1","075","00966",3387
"05945101","0594510","02","05945","10","1","026","00274",1433
"05946051","0594605","01","05946","05","1","105","01253",2656
"05947031","0594703","04","05947","03","1","108","01334",3801
"05948111","0594811","03","05948","11","1","100","01209",1651
"05949031","0594903","01","05949","03","1","030","00362",1346
"05950011","0595001","02","05950","01","1","118","01415",5024
"05951011","0595101","02","05951","01","1","135","01584",1829
"05952081","0595208","01","05952","08","1","100","01213",1488
"05953041","0595304","03","05953","04","1","162","01855",1979
"05954031","0595403","01","05954","03","1","020","00222",977
"05955041","0595504","01","05955","04","1","132","01542",1617
"05956131","0595613","02","05956","13","1","076","00968",7378
"05957081","0595708","02","05957","08","1","090","01116",3460
"05958011","0595801","02","05958","01","1","189","02158",1225
"05959021","0595902","02","05959","02","1","094","01144",3862
"05960021","0596002","00","05960","02","1","163","01944",1681
"05961031","0596103","01","05961","03","1","162","01895",1601
"05962021","0596202","02","05962","02","1","023","00236",847
"05963101","0596310","01","05963","10","1","101","01217",1108
"05964021","0596402","01","05964","02","1","176","02074",5801
"05965091","0596509","03","05965","09","1","137","01600",973
"05966051","0596605","04","05966","05","1","078","00975",10894
"05967071","0596707","00","05967","07","1","187","02148",1543
"05968011","0596801","02","05968","01","1","162","01894",1604
"05969041","0596904","01","05969","04","1","133","01562",1817
"05970011","0597001","02","05970","01","1","151","01790",1603
"05971141","0597114","01","05971","14","1","118","01414",5277
"05972051","0597205","01","05972","05","1","040","00464",4088
"05973051","0597305","01","05973","05","1","189","02166",916
"05974101","0597410","01","05974","10","1","088","01107",4964
"05975091","0597509","01","05975","09","1","123","01462",2245
"05976041","0597604","00","05976","04","1","083","01024",5447
"05977061","0597706","01","05977","06","1","063","00886",2839
"05978161","0597816","01","05978","16","1","019","00221",728
"05979041","0597904","02","05979","04","1","092","01135",3838
"05980181","0598018","02","05980","18","1","109","01374",2508
"05981131","0598113","01","05981","13","1","027","00276",1431
"05982031","0598203","02","05982","03","1","067","00915",1831
"05983031","0598303","00","05983","03","1","162","01883",1669
"05984031","0598403","01","05984","03","1","108","01339",3444
"05985021","0598502","01","05985","02","1","160","01848",1343
"05986011","0598601","01","05986","01","1","105","01248",2799
"05987031","0598703","02","05987","03","1","163","01934",1754
"05988021","0598802","01","05988","02","1","166","01970",682
"05989101","0598910","02","05989","10","1","063","00888",2579
"05990031","0599003","01","05990","03","1","167","01973",2789
"05991021","0599102","03","05991","02","1","048","00595",3299
"05992031","0599203","01","05992","03","1","065","00898",3113
"05993021","0599302","02","05993","02","1","015","00156",674
"05994041","0599404","00","05994","04","1","169","01986",1167
"05995041","0599504","00","05995","04","1","017","00195",641
"05996171","0599617","00","05996","17","1","173","02042",4624
"05997031","0599703","01","05997","03","1","171","02032",830
"05998081","0599808","01","05998","08","1","081","01017",6441
"05999041","0599904","04","05999","04","1","044","00507",2734
"06000041","0600004","00","06000","04","1","024","00257",790
