LLAVESDE,LLAVEMOD,LLAVEVIV,LLAVEHOG,N_REN,FOLIO,VIV_SEL,HOGAR,EDAD_V,SEXO,NIV,GRA,PAREN,ENT,TLOC,REGION,P3_2,P3_8,P3_10,P3_11A,P3_11B,P3_12,P3_14,P3_5_5,P4_1,P4_3,P4_10,P4_11,P0_1,P0_2,P0_3,P0_4_2,P1_1,P2_8,P6_2_1,P6_2_2,P6_2_3,P6_2_4,P6_2_5,P6_2_6,P6_2_7,P6_2_8,P6_2_9,P8_1,P8_5_1,P8_5_2,P8_5_3,P12_2,P12_3,P12_4,P13_2_1,P13_2_2,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_3_7,P6_3_8,P6_3_9,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_4_5,P6_4_6,P6_4_7,P6_4_8,P6_4_9,delinquent_any,delinquent_count
907903103,907903103,907903,9079031,3,9079,3,1,44,2,6,3,5,9,1,4,2,1,5.0,9000.0,2.0,2.0,1,1,2,1,4,2,2,5,1,1,7,5,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
908002102,908002102,908002,9080021,2,9080,2,1,23,2,8,4,3,9,1,4,6,1,1.0,2800.0,1.0,2.0,1,1,2,2,3,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
908103102,908103102,908103,9081031,2,9081,3,1,22,1,6,3,2,12,1,6,1,1,1.0,13000.0,3.0,1.0,1,1,2,1,3,1,3,5,1,1,6,1,1,1,1,2,2,2,2,1,2,2,,,,9,1,3,2,2,1.0,1.0,1.0,,,,,1.0,,2.0,2.0,2.0,,,,,1.0,,1,4
908103202,908103202,908103,9081032,2,9081,3,2,52,1,3,3,2,12,1,6,5,1,5.0,4000.0,2.0,1.0,2,1,1,2,1,1,3,5,1,1,6,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,2,2,2,,,,,,,,,,,,,,,,,,,0,0
908103301,908103301,908103,9081033,1,9081,3,3,29,1,6,3,1,12,1,6,1,1,1.0,2400.0,1.0,1.0,1,1,2,1,1,1,3,5,1,1,6,1,2,2,2,2,2,2,2,2,2,2,,,,9,3,2,2,2,,,,,,,,,,,,,,,,,,,0,0
908202101,908202101,908202,9082021,1,9082,2,1,44,2,2,5,1,30,4,5,1,7,,,,,2,2,2,2,3,1,1,2,0,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,1,2,2,,,,,,,,,,,,,,,,,,,0,0
908303102,908303102,908303,9083031,2,9083,3,1,46,2,8,1,2,13,2,5,5,1,1.0,1800.0,1.0,1.0,1,1,2,2,1,2,2,4,1,1,3,2,2,2,1,2,2,2,2,1,2,2,,,,2,2,3,2,2,,,1.0,,,,,2.0,,,,2.0,,,,,,,1,1
908414101,908414101,908414,9084141,1,9084,14,1,33,1,3,3,1,18,2,3,2,1,5.0,5400.0,1.0,2.0,1,1,1,1,4,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2.0,2.0,1.0,2,2,3,2,1,,,,,,,,,,,,,,,,,,,0,0
908505102,908505102,908505,9085051,2,9085,5,1,28,1,8,4,3,28,1,2,6,1,1.0,3000.0,1.0,1.0,1,1,2,1,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
908602102,908602102,908602,9086021,2,9086,2,1,31,2,8,1,2,25,1,1,1,1,1.0,2000.0,1.0,1.0,1,1,2,2,3,2,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,1,1.0,2.0,1.0,3,3,3,2,1,,,,,,,,,,,,,,,,,,,0,0
908714103,908714103,908714,9087141,3,9087,14,1,19,1,8,2,3,8,3,1,6,1,1.0,1800.0,1.0,1.0,1,1,2,1,4,2,2,4,1,1,4,4,1,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
908801102,908801102,908801,9088011,2,9088,1,1,24,2,3,2,2,10,4,1,1,1,1.0,1800.0,1.0,1.0,1,1,1,1,3,2,1,2,1,2,4,2,1,1,2,2,2,2,2,2,2,2,,,,9,2,3,1,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
908907103,908907103,908907,9089071,3,9089,7,1,34,2,8,5,3,32,4,3,5,1,1.0,30000.0,3.0,1.0,1,2,1,1,2,2,4,5,2,1,5,2,2,1,2,2,2,1,2,2,2,1,1.0,1.0,2.0,9,1,3,1,1,,1.0,,,,2.0,,,,,1.0,,,,,,,,1,1
909004102,909004102,909004,9090041,2,9090,4,1,31,2,8,4,2,14,2,3,5,1,1.0,22000.0,3.0,1.0,1,1,1,2,4,1,1,6,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2.0,2.0,1.0,9,1,3,1,1,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,0,0
909104103,909104103,909104,9091041,3,9091,4,1,19,1,6,1,3,2,1,1,6,6,,,,,1,1,2,1,1,2,3,5,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
909203101,909203101,909203,9092031,1,9092,3,1,61,1,8,5,1,24,1,2,5,5,,,,,1,1,1,1,5,2,3,6,2,1,4,1,1,1,2,2,1,2,2,2,2,1,1.0,2.0,1.0,9,9,9,1,1,2.0,2.0,,,2.0,,,,,,,,,,,,,,0,0
909203201,909203201,909203,9092032,1,9092,3,2,33,1,8,5,1,24,1,2,5,1,1.0,2000.0,1.0,1.0,1,1,2,1,3,2,3,6,2,1,4,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,1.0,2,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
909309102,909309102,909309,9093091,2,9093,9,1,36,2,3,3,2,7,4,6,5,7,5.0,200.0,1.0,2.0,1,1,1,2,2,2,1,3,0,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,1,1,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
909410101,909410101,909410,9094101,1,9094,10,1,36,2,2,6,1,20,4,6,5,7,,,,,1,1,2,1,3,2,3,4,0,1,5,0,1,2,2,2,2,2,2,2,2,2,,,,9,2,3,1,2,2.0,,,,,,,,,,,,,,,,,,0,0
909503101,909503101,909503,9095031,1,9095,3,1,79,2,5,3,1,9,1,4,4,5,,,,,1,1,2,1,3,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
909603103,909603103,909603,9096031,3,9096,3,1,23,2,6,3,6,31,2,6,1,4,,,,,1,3,2,2,9,1,1,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
909705102,909705102,909705,9097051,2,9097,5,1,44,2,3,3,2,2,1,1,1,1,1.0,2500.0,1.0,1.0,1,1,1,2,1,2,2,3,1,1,3,2,1,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
909805102,909805102,909805,9098051,2,9098,5,1,47,2,8,5,2,3,1,1,5,1,1.0,99888.0,,,1,1,1,2,1,2,3,5,1,1,4,3,2,1,2,2,2,1,2,2,2,2,,,,9,3,1,1,1,,2.0,,,,2.0,,,,,,,,,,,,,0,0
909901101,909901101,909901,9099011,1,9099,1,1,68,2,8,5,1,8,1,1,4,5,,,,,1,1,1,1,4,2,1,3,1,2,1,0,1,1,2,2,2,2,2,2,2,1,1.0,2.0,1.0,1,1,3,1,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
910001101,910001101,910001,9100011,1,9100,1,1,65,1,6,3,1,9,1,4,5,1,5.0,99888.0,,,1,1,2,1,2,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2.0,2.0,1.0,3,3,3,1,1,,2.0,,,,,,,,,,,,,,,,,0,0
910117102,910117102,910117,9101171,2,9101,17,1,54,1,3,3,2,27,4,6,5,1,1.0,1200.0,1.0,2.0,1,1,2,1,3,2,1,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,9,1,3,1,2,1.0,,,,,,,,,1.0,,,,,,,,,1,1
910202101,910202101,910202,9102021,1,9102,2,1,61,2,2,2,1,14,1,3,2,1,5.0,500.0,1.0,2.0,1,2,2,1,2,2,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
910303102,910303102,910303,9103031,2,9103,3,1,63,2,2,6,2,25,1,1,5,1,1.0,1800.0,1.0,1.0,2,1,2,1,3,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
910417106,910417106,910417,9104171,6,9104,17,1,18,2,3,3,3,20,4,6,6,1,3.0,1200.0,1.0,1.0,1,2,2,1,3,2,3,4,0,2,6,5,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
910504102,910504102,910504,9105041,2,9105,4,1,41,2,8,4,2,3,1,1,5,1,1.0,12000.0,3.0,1.0,1,1,1,1,3,1,2,6,1,1,4,2,1,2,2,1,2,2,2,2,2,1,1.0,1.0,2.0,2,1,2,2,2,2.0,,,2.0,,,,,,,,,,,,,,,0,0
910612102,910612102,910612,9106121,2,9106,12,1,42,2,8,4,2,27,4,6,5,7,,,,,1,2,2,2,1,2,2,4,1,1,3,1,2,2,2,2,2,2,1,2,2,2,,,,2,2,3,2,2,,,,,,,2.0,,,,,,,,,,,,0,0
910704101,910704101,910704,9107041,1,9107,4,1,29,1,8,5,1,19,1,2,5,1,1.0,99888.0,,,1,1,2,1,3,2,2,3,1,1,4,1,2,1,2,2,2,2,2,2,2,1,2.0,1.0,1.0,1,2,2,1,1,,2.0,,,,,,,,,,,,,,,,,0,0
910809101,910809101,910809,9108091,1,9108,9,1,34,1,8,3,1,4,4,6,1,1,5.0,2500.0,1.0,2.0,1,1,2,1,1,2,1,1,0,1,6,2,2,2,2,2,2,2,1,2,2,2,,,,9,1,3,1,1,,,,,,,2.0,,,,,,,,,,,,0,0
910910102,910910102,910910,9109101,2,9109,10,1,30,2,6,3,2,27,3,6,5,7,,,,,1,1,1,1,4,2,2,4,1,1,3,1,1,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
911004102,911004102,911004,9110041,2,9110,4,1,38,2,8,5,2,9,1,4,5,1,1.0,10000.0,3.0,1.0,1,1,2,2,4,2,3,6,2,1,4,2,1,1,2,2,2,2,2,2,2,1,2.0,2.0,1.0,3,3,3,1,1,1.0,2.0,,,,,,,,2.0,,,,,,,,,1,1
911104101,911104101,911104,9111041,1,9111,4,1,65,2,6,3,1,9,1,4,2,7,,,,,1,1,2,2,1,2,1,2,1,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
911216105,911216105,911216,9112161,5,9112,16,1,34,2,8,5,3,12,2,6,6,1,1.0,2500.0,2.0,1.0,1,1,2,2,3,2,3,8,3,1,6,3,1,2,2,2,2,2,2,2,2,2,,,,1,2,2,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
911303102,911303102,911303,9113031,2,9113,3,1,38,2,6,3,2,11,1,3,1,1,5.0,1200.0,1.0,2.0,1,2,2,2,1,2,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
911403101,911403101,911403,9114031,1,9114,3,1,29,1,8,1,1,10,1,1,3,1,1.0,3500.0,1.0,1.0,1,1,1,2,1,2,2,3,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1.0,2.0,2.0,9,1,1,1,1,,,2.0,,,2.0,,,,,,,,,,,,,0,0
911508102,911508102,911508,9115081,2,9115,8,1,30,1,2,6,2,10,4,1,1,1,2.0,1800.0,1.0,2.0,1,1,2,1,2,2,2,2,0,2,4,1,2,2,2,2,2,1,2,2,2,1,2.0,1.0,2.0,9,9,1,1,1,,,,,,2.0,,,,,,,,,,,,,0,0
911601101,911601101,911601,9116011,1,9116,1,1,66,2,2,6,1,28,1,2,6,5,,,,,1,3,1,2,1,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2.0,2.0,2.0,9,2,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
911705101,911705101,911705,9117051,1,9117,5,1,35,2,5,3,1,9,4,4,3,1,1.0,6000.0,3.0,1.0,1,1,2,2,2,1,2,4,2,1,4,1,2,1,1,2,2,2,2,2,2,2,,,,1,1,3,1,2,,2.0,2.0,,,,,,,,,,,,,,,,0,0
911805101,911805101,911805,9118051,1,9118,5,1,38,1,10,2,1,29,3,5,5,1,1.0,99888.0,,,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,,,,9,9,1,2,1,,2.0,,,,,,,,,,,,,,,,,0,0
911901101,911901101,911901,9119011,1,9119,1,1,43,2,10,2,1,9,1,4,3,1,5.0,10000.0,1.0,2.0,1,2,1,2,5,2,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
912002101,912002101,912002,9120021,1,9120,2,1,63,1,2,5,1,14,1,3,5,1,1.0,1800.0,1.0,1.0,1,2,2,2,3,2,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
912105101,912105101,912105,9121051,1,9121,5,1,36,2,6,2,1,30,1,5,2,1,1.0,800.0,1.0,2.0,1,2,2,2,3,2,2,3,1,1,4,2,1,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,1.0,,,,,,,,,2.0,,,,,,,,,1,1
912201104,912201104,912201,9122011,4,9122,1,1,18,2,6,1,3,32,2,3,6,6,5.0,300.0,1.0,2.0,1,1,2,1,2,2,2,5,1,1,5,1,2,2,2,2,2,2,2,2,2,2,,,,3,3,1,2,2,,,,,,,,,,,,,,,,,,,0,0
912301102,912301102,912301,9123011,2,9123,1,1,30,2,6,3,2,9,1,4,1,1,1.0,12000.0,3.0,1.0,1,1,2,2,3,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
912405101,912405101,912405,9124051,1,9124,5,1,41,2,6,3,1,28,1,2,1,1,1.0,9000.0,3.0,1.0,1,1,1,1,3,2,2,3,1,1,5,2,2,2,2,2,2,1,2,2,2,2,,,,1,1,2,1,2,,,,,,2.0,,,,,,,,,,,,,0,0
912502102,912502102,912502,9125021,2,9125,2,1,25,2,6,3,2,10,2,1,1,7,5.0,800.0,1.0,2.0,1,1,1,1,3,2,2,5,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,1,2,2,1,2,,,,,,,,,,,,,,,,,,,0,0
912604102,912604102,912604,9126041,2,9126,4,1,29,2,6,3,2,23,1,6,1,7,3.0,2000.0,3.0,2.0,1,1,1,1,3,2,3,5,2,1,5,1,1,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
912604201,912604201,912604,9126042,1,9126,4,2,55,2,6,3,1,23,1,6,3,1,1.0,9500.0,3.0,1.0,1,1,1,1,4,2,3,5,2,1,5,1,1,2,2,2,2,1,2,2,2,1,1.0,2.0,2.0,2,2,3,1,2,2.0,,,,,2.0,,,,,,,,,,,,,0,0
912705101,912705101,912705,9127051,1,9127,5,1,44,1,8,5,1,9,1,4,2,1,1.0,8000.0,1.0,2.0,1,1,1,2,3,2,2,3,1,2,1,1,2,1,2,1,2,2,2,2,2,2,,,,1,1,3,1,2,,1.0,,2.0,,,,,,,1.0,,,,,,,,1,1
912804102,912804102,912804,9128041,2,9128,4,1,40,2,10,2,2,3,1,1,5,1,1.0,18000.0,2.0,1.0,1,1,1,1,4,2,2,4,2,1,3,2,2,1,2,2,2,2,2,2,2,1,2.0,1.0,1.0,2,2,3,2,1,,2.0,,,,,,,,,,,,,,,,,0,0
912901102,912901102,912901,9129011,2,9129,1,1,57,2,8,5,2,29,3,5,5,7,,,,,1,3,1,2,3,2,2,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
913001102,913001102,913001,9130011,2,9130,1,1,34,1,8,5,3,25,1,1,6,1,1.0,15000.0,2.0,1.0,1,1,1,1,5,2,3,6,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1.0,1.0,1.0,2,2,3,1,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
913119104,913119104,913119,9131191,4,9131,19,1,47,1,2,6,2,31,4,6,5,1,3.0,700.0,1.0,2.0,2,1,1,2,1,1,1,2,1,1,4,2,1,2,2,2,2,2,2,2,2,2,,,,3,3,3,1,2,2.0,,,,,,,,,,,,,,,,,,0,0
913202102,913202102,913202,9132021,2,9132,2,1,59,2,7,3,2,32,1,3,5,7,,,,,1,1,1,1,5,2,4,9,3,1,2,1,2,2,2,2,2,2,2,2,2,1,1.0,1.0,1.0,2,2,3,2,1,,,,,,,,,,,,,,,,,,,0,0
913305101,913305101,913305,9133051,1,9133,5,1,43,1,2,6,1,28,1,2,1,1,4.0,2000.0,1.0,2.0,1,1,2,1,3,2,2,2,1,2,5,2,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
913403102,913403102,913403,9134031,2,9134,3,1,51,2,2,6,2,28,1,2,5,1,1.0,750.0,1.0,1.0,1,1,1,1,2,2,2,4,1,1,4,4,1,2,2,2,2,2,2,2,2,2,,,,2,2,3,1,2,2.0,,,,,,,,,,,,,,,,,,0,0
913509101,913509101,913509,9135091,1,9135,9,1,21,2,2,6,1,31,3,6,1,1,1.0,4000.0,2.0,2.0,1,3,2,1,2,2,1,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
913601101,913601101,913601,9136011,1,9136,1,1,66,1,2,5,1,6,4,3,4,1,1.0,3000.0,1.0,2.0,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,,,,9,9,3,2,1,,2.0,,,,,,,,,,,,,,,,,0,0
913705103,913705103,913705,9137051,3,9137,5,1,35,2,8,5,3,8,1,1,6,1,1.0,6000.0,2.0,1.0,1,1,2,2,3,2,4,6,1,1,7,4,1,2,1,2,2,2,2,2,2,1,1.0,1.0,1.0,2,2,3,2,1,2.0,,2.0,,,,,,,,,,,,,,,,0,0
913804102,913804102,913804,9138041,2,9138,4,1,39,2,7,3,2,5,1,2,5,1,1.0,1000.0,1.0,1.0,1,1,2,1,3,2,3,5,1,1,6,3,2,2,2,2,2,2,1,2,2,1,1.0,2.0,2.0,2,3,3,2,1,,,,,,,2.0,,,,,,,,,,,,0,0
913916104,913916104,913916,9139161,4,9139,16,1,31,2,0,0,5,20,4,6,1,7,,,,,2,1,2,2,1,2,2,4,0,2,7,0,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
914004101,914004101,914004,9140041,1,9140,4,1,69,1,3,3,1,16,4,3,2,1,1.0,1000.0,1.0,2.0,1,1,2,1,1,2,1,3,0,2,1,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
914115103,914115103,914115,9141151,3,9141,15,1,58,2,0,0,5,7,4,6,4,8,,,,,2,1,2,2,1,1,1,2,0,2,7,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,1,2,,,,,,,,,,,,,,,,,,,0,0
914213102,914213102,914213,9142131,2,9142,13,1,21,2,3,2,2,6,4,3,1,7,,,,,1,1,2,2,4,2,1,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,1,2,2,,,,,,,,,,,,,,,,,,,0,0
914304101,914304101,914304,9143041,1,9143,4,1,63,2,3,3,1,9,1,4,4,1,5.0,16000.0,3.0,1.0,1,1,2,1,4,2,2,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
914409103,914409103,914409,9144091,3,9144,9,1,29,2,3,3,5,24,3,2,6,1,1.0,1000.0,1.0,1.0,1,1,2,1,3,2,3,5,1,1,5,2,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,2,1,,,,,,,,,,,,,,,,,,,0,0
914514103,914514103,914514,9145141,3,9145,14,1,38,1,2,6,3,1,2,3,2,1,1.0,2000.0,1.0,2.0,2,1,2,2,1,2,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
914602101,914602101,914602,9146021,1,9146,2,1,89,1,2,4,1,26,1,1,4,9,,,,,2,1,2,1,1,2,2,4,1,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,2,1,2,,,,,,,,,,,,,,,,,,,0,0
914711103,914711103,914711,9147111,3,9147,11,1,67,2,2,6,5,18,2,3,1,7,6.0,,,,2,3,2,1,1,2,2,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
914803101,914803101,914803,9148031,1,9148,3,1,49,1,0,0,1,24,3,2,1,1,1.0,2500.0,1.0,2.0,2,1,2,2,2,1,2,3,1,2,3,3,2,2,2,2,2,2,2,2,2,2,,,,9,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
914901101,914901101,914901,9149011,1,9149,1,1,45,1,8,4,1,26,1,1,4,1,1.0,8000.0,3.0,1.0,1,1,1,2,5,2,2,4,1,1,3,1,1,1,2,2,2,2,2,2,2,1,1.0,2.0,2.0,2,1,1,1,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
915003102,915003102,915003,9150031,2,9150,3,1,40,2,8,4,2,14,1,3,5,1,1.0,12000.0,3.0,1.0,1,1,1,1,3,1,2,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,1,3,3,2,2,1.0,,,,,,,,,2.0,,,,,,,,,1,1
915111102,915111102,915111,9151111,2,9151,11,1,40,2,3,3,3,5,4,2,6,1,1.0,2000.0,1.0,1.0,1,1,1,2,3,2,2,6,2,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,2,1,2,2,,,,,,,,,,,,,,,,,,,0,0
915201101,915201101,915201,9152011,1,9152,1,1,65,1,6,3,1,9,1,4,5,7,,,,,1,2,2,2,2,2,2,4,1,1,2,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
915302101,915302101,915302,9153021,1,9153,2,1,67,1,8,5,1,14,1,3,5,1,5.0,2000.0,1.0,2.0,1,1,2,1,9,2,3,3,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,1,1,,,,,,,,,,,,,,,,,,,0,0
915402102,915402102,915402,9154021,2,9154,2,1,29,2,6,3,2,28,1,2,1,7,3.0,300.0,1.0,2.0,1,1,2,2,2,2,1,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
915503102,915503102,915503,9155031,2,9155,3,1,39,2,10,2,2,24,4,2,5,1,1.0,4700.0,2.0,1.0,1,2,2,1,3,2,3,4,0,2,6,2,2,1,2,2,1,2,2,2,2,1,1.0,1.0,1.0,9,2,3,2,1,,1.0,,,2.0,,,,,,1.0,,,,,,,,1,1
915605101,915605101,915605,9156051,1,9156,5,1,58,2,3,3,1,6,1,3,2,1,1.0,10000.0,3.0,1.0,1,1,2,1,3,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,9,1,2,1,2,2.0,,,,,,,,,,,,,,,,,,0,0
915702102,915702102,915702,9157021,2,9157,2,1,40,2,3,3,2,19,1,2,5,3,,,,,1,1,2,2,2,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,0,0
915809102,915809102,915809,9158091,2,9158,9,1,55,2,3,3,2,18,3,3,5,7,,,,,1,1,2,1,1,2,1,5,1,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
915908101,915908101,915908,9159081,1,9159,8,1,59,2,3,3,1,5,4,2,3,7,,,,,1,1,2,1,1,2,2,3,1,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
916005101,916005101,916005,9160051,1,9160,5,1,28,2,8,4,1,17,1,5,6,1,4.0,15000.0,1.0,2.0,1,1,1,1,5,2,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
916103102,916103102,916103,9161031,2,9161,3,1,32,2,2,6,2,29,3,5,1,7,,,,,1,1,2,1,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,2,2,2,2,,,,,,,,,,,,,,,,,,,0,0
916201104,916201104,916201,9162011,4,9162,1,1,27,1,3,3,4,3,1,1,1,1,1.0,3000.0,1.0,2.0,1,1,1,2,4,2,3,5,1,1,5,3,2,2,2,2,2,2,2,2,2,2,,,,3,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
916301102,916301102,916301,9163011,2,9163,1,1,44,1,6,3,2,28,1,2,5,1,1.0,12000.0,3.0,2.0,1,1,2,1,1,2,2,4,1,2,5,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
916403103,916403103,916403,9164031,3,9164,3,1,24,2,6,3,3,20,2,6,6,1,1.0,2000.0,1.0,1.0,1,1,1,2,3,2,4,6,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
916503102,916503102,916503,9165031,2,9165,3,1,47,2,6,3,2,20,4,6,1,1,1.0,7000.0,2.0,1.0,1,1,2,1,3,2,2,3,1,1,6,4,1,2,1,2,2,2,2,2,2,1,1.0,1.0,2.0,3,1,3,2,2,1.0,,2.0,,,,,,,2.0,,,,,,,,,1,1
916619102,916619102,916619,9166191,2,9166,19,1,27,2,3,3,2,4,4,6,1,1,1.0,3600.0,1.0,2.0,1,1,2,2,1,1,1,2,0,1,4,2,1,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
916702101,916702101,916702,9167021,1,9167,2,1,28,1,3,3,1,10,1,1,5,1,1.0,3200.0,1.0,1.0,1,1,1,1,4,2,2,3,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
916812101,916812101,916812,9168121,1,9168,12,1,94,2,2,3,1,17,3,5,4,7,,,,,2,1,2,1,9,2,1,2,1,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,8,8,9,1,2,,,,,,,,,,,,,,,,,,,0,0
916903101,916903101,916903,9169031,1,9169,3,1,43,2,7,3,1,5,1,2,3,1,1.0,4300.0,1.0,1.0,1,1,1,1,2,2,3,4,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
