LLAVESDE,LLAVEMOD,LLAVEVIV,LLAVEHOG,N_REN,FOLIO,VIV_SEL,HOGAR,EDAD_V,SEXO,NIV,GRA,PAREN,ENT,TLOC,REGION,P3_2,P3_8,P3_10,P3_11A,P3_11B,P3_12,P3_14,P3_5_5,P4_1,P4_3,P4_10,P4_11,P0_1,P0_2,P0_3,P0_4_2,P1_1,P2_8,P6_2_1,P6_2_2,P6_2_3,P6_2_4,P6_2_5,P6_2_6,P6_2_7,P6_2_8,P6_2_9,P8_1,P8_5_1,P8_5_2,P8_5_3,P12_2,P12_3,P12_4,P13_2_1,P13_2_2,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_3_7,P6_3_8,P6_3_9,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_4_5,P6_4_6,P6_4_7,P6_4_8,P6_4_9,delinquent_any,delinquent_count
9816101,9816101,9816,98161,1,98,16,1,43,2,8,3,1,20,2,6,6,1,1.0,10000.0,3.0,2.0,1,1,2,1,3,2,2,3,1,1,2,1,2,2,1,2,2,2,2,2,2,2,,,,1,2,3,2,2,,,2.0,,,,,,,,,,,,,,,,0,0
9904101,9904101,9904,99041,1,99,4,1,50,1,3,3,1,27,4,6,1,1,5.0,9000.0,3.0,1.0,1,1,2,1,5,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,3,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
10001101,10001101,10001,100011,1,100,1,1,59,2,2,6,1,15,2,5,2,1,5.0,800.0,1.0,2.0,1,1,2,2,1,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,1,3,2,1,2,,,,,,,,,,,,,,,,,,,0,0
10103101,10103101,10103,101031,1,101,3,1,48,1,6,3,1,24,1,2,5,1,5.0,15000.0,1.0,2.0,2,1,2,2,3,2,2,4,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,1,,,,,,,,,,,,,,,,,,,0,0
10203103,10203103,10203,102031,3,102,3,1,23,1,8,2,3,15,1,5,6,1,1.0,5500.0,3.0,2.0,1,2,1,1,3,2,4,5,2,1,3,2,2,2,2,2,2,2,2,1,2,2,,,,2,1,3,2,2,,,,,,,,1.0,,,,,,,,,2.0,,1,1
10305101,10305101,10305,103051,1,103,5,1,70,1,3,3,1,4,1,6,2,5,,,,,1,1,2,2,1,2,3,6,2,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
10405101,10405101,10405,104051,1,104,5,1,18,2,6,3,1,9,1,4,6,6,1.0,1000.0,3.0,2.0,1,1,1,1,1,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
10502101,10502101,10502,105021,1,105,2,1,80,2,0,0,1,5,1,2,4,7,,,,,2,2,2,1,1,2,1,3,1,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
10602102,10602102,10602,106021,2,106,2,1,39,2,7,3,2,5,1,2,5,1,1.0,9000.0,2.0,1.0,1,1,1,1,4,2,2,3,1,1,3,2,1,1,2,2,1,1,2,2,2,1,2.0,2.0,1.0,2,2,3,1,1,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,0,0
10709103,10709103,10709,107091,3,107,9,1,19,1,6,3,3,26,2,1,6,1,1.0,1500.0,1.0,1.0,1,1,2,2,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
10804101,10804101,10804,108041,1,108,4,1,49,1,8,4,1,9,1,4,5,1,1.0,27000.0,3.0,1.0,1,1,1,1,4,2,2,4,2,1,3,2,1,1,2,2,2,1,2,2,2,1,1.0,2.0,1.0,1,1,3,1,1,2.0,2.0,,,,2.0,,,,,,,,,,,,,0,0
10911101,10911101,10911,109111,1,109,11,1,67,2,2,3,1,11,3,3,4,7,,,,,1,1,2,1,5,2,1,5,2,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,2,1,2,1,2,,,,,,,,,,,,,,,,,,,0,0
11005101,11005101,11005,110051,1,110,5,1,36,1,3,3,1,8,1,1,1,1,1.0,3500.0,1.0,2.0,1,1,2,2,1,2,2,5,1,1,5,2,2,2,2,2,2,2,2,2,2,2,,,,9,2,9,2,1,,,,,,,,,,,,,,,,,,,0,0
11102101,11102101,11102,111021,1,111,2,1,34,1,3,3,1,18,1,3,1,1,1.0,2000.0,1.0,2.0,1,1,2,2,1,2,1,2,0,1,5,2,2,1,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,8.0,,,,,,,,,,,,,,,,,0,0
11201101,11201101,11201,112011,1,112,1,1,51,1,2,2,1,14,4,3,1,1,1.0,6000.0,2.0,1.0,1,1,2,2,3,2,1,4,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
11305101,11305101,11305,113051,1,113,5,1,33,1,6,3,1,14,1,3,6,1,5.0,15000.0,3.0,2.0,1,2,1,1,2,2,3,5,1,1,3,1,2,2,2,2,2,2,2,2,2,1,2.0,2.0,1.0,2,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
11305201,11305201,11305,113052,1,113,5,2,38,1,7,4,1,14,1,3,6,1,5.0,25000.0,3.0,2.0,1,1,2,1,4,2,3,5,1,1,3,1,2,1,2,1,2,2,2,2,2,1,2.0,2.0,1.0,2,1,3,2,1,,2.0,,2.0,,,,,,,,,,,,,,,0,0
11305301,11305301,11305,113053,1,113,5,3,32,1,6,3,1,14,1,3,6,1,1.0,20000.0,3.0,2.0,1,1,2,1,3,2,3,5,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
11401105,11401105,11401,114011,5,114,1,1,22,2,3,3,3,24,3,2,5,1,1.0,1600.0,1.0,2.0,1,2,2,1,3,2,4,5,2,1,6,2,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
11501101,11501101,11501,115011,1,115,1,1,48,1,3,3,1,15,1,5,1,1,1.0,2000.0,1.0,2.0,1,1,1,2,2,1,3,5,1,1,6,1,2,2,2,2,2,2,2,2,2,1,2.0,1.0,2.0,1,9,2,2,2,,,,,,,,,,,,,,,,,,,0,0
11601101,11601101,11601,116011,1,116,1,1,52,1,2,6,1,13,4,5,5,1,2.0,1500.0,1.0,2.0,1,1,1,1,2,2,3,4,1,2,3,0,2,2,2,2,2,2,2,2,2,2,,,,3,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
11710102,11710102,11710,117101,2,117,10,1,29,2,6,3,2,16,3,3,5,7,,,,,1,1,1,1,2,2,2,3,1,1,5,1,2,2,2,2,2,2,2,2,2,1,2.0,2.0,1.0,1,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
11806102,11806102,11806,118061,2,118,6,1,27,2,8,4,2,27,2,6,5,1,1.0,10000.0,3.0,1.0,1,1,1,2,3,1,1,4,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1.0,2.0,2.0,1,1,1,2,2,,,,,,,,2.0,,,,,,,,,,,0,0
11904101,11904101,11904,119041,1,119,4,1,31,1,8,4,1,5,1,2,1,1,1.0,17000.0,3.0,1.0,1,2,2,1,5,2,2,4,1,1,5,2,1,1,2,2,2,1,2,2,2,2,,,,1,1,3,1,1,2.0,2.0,,,,2.0,,,,,,,,,,,,,0,0
12001102,12001102,12001,120011,2,120,1,1,34,2,8,4,2,28,1,2,5,7,5.0,1500.0,1.0,2.0,1,1,1,2,4,1,4,7,2,1,6,2,2,2,2,2,2,1,2,2,2,1,2.0,1.0,2.0,9,9,3,1,1,,,,,,2.0,,,,,,,,,,,,,0,0
12113101,12113101,12113,121131,1,121,13,1,79,2,2,2,1,13,2,5,4,7,,,,,2,1,2,1,2,2,3,4,1,1,5,2,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
12215101,12215101,12215,122151,1,122,15,1,68,1,0,0,1,8,2,1,5,1,1.0,1800.0,1.0,1.0,1,1,2,1,1,2,1,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,,,,1,2,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
12304104,12304104,12304,123041,4,123,4,1,21,1,8,1,3,15,2,5,6,6,,,,,1,1,1,1,3,2,3,4,1,1,5,3,2,1,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,2.0,,,,,,,,,,,,,,,,,0,0
12404102,12404102,12404,124041,2,124,4,1,65,1,8,5,2,25,1,1,5,1,5.0,4000.0,3.0,2.0,1,1,2,1,5,1,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2.0,2.0,1.0,9,2,3,2,1,,,,,,,,,,,,,,,,,,,0,0
12505101,12505101,12505,125051,1,125,5,1,55,1,7,3,1,26,1,1,3,1,1.0,6000.0,2.0,1.0,1,1,1,1,5,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1.0,1.0,2.0,1,1,3,1,1,,2.0,,,,2.0,,,,,,,,,,,,,0,0
12602101,12602101,12602,126021,1,126,2,1,48,2,7,3,1,8,1,1,6,1,1.0,3000.0,1.0,1.0,1,1,2,2,3,2,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,2,1,1,,,,,,,,,,,,,,,,,,,0,0
12714101,12714101,12714,127141,1,127,14,1,67,1,2,3,1,15,4,5,5,7,,,,,2,1,2,1,3,2,3,4,1,2,6,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
12805101,12805101,12805,128051,1,128,5,1,43,2,3,3,1,6,1,3,2,1,4.0,3500.0,1.0,2.0,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
12904101,12904101,12904,129041,1,129,4,1,52,2,3,3,1,25,1,1,4,1,1.0,4000.0,2.0,2.0,1,1,2,2,9,1,2,3,1,1,4,3,2,1,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,2.0,,,,,,,,,,,,,,,,,0,0
13002101,13002101,13002,130021,1,130,2,1,40,1,3,3,1,4,1,6,5,1,1.0,2000.0,1.0,2.0,2,1,2,2,1,2,2,3,1,2,3,1,2,2,2,2,2,1,2,2,2,2,,,,9,9,3,2,2,,,,,,2.0,,,,,,,,,,,,,0,0
13105102,13105102,13105,131051,2,131,5,1,36,1,8,4,2,8,1,1,5,1,1.0,22000.0,3.0,1.0,1,1,1,2,4,2,1,4,2,1,3,2,1,2,2,2,2,2,2,2,2,1,1.0,1.0,1.0,2,2,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
13208103,13208103,13208,132081,3,132,8,1,48,1,2,3,5,20,4,6,6,1,6.0,,,,2,1,2,2,1,1,2,3,0,2,6,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
13319101,13319101,13319,133191,1,133,19,1,71,1,6,3,1,20,2,6,5,1,6.0,,,,1,1,2,1,5,2,2,5,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2.0,2.0,1.0,9,2,3,1,2,,2.0,,,,,,,,,,,,,,,,,0,0
13402101,13402101,13402,134021,1,134,2,1,38,1,3,3,1,15,1,5,1,1,1.0,2000.0,1.0,1.0,1,1,2,2,2,2,2,2,1,1,6,2,1,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
13513101,13513101,13513,135131,1,135,13,1,48,2,3,3,1,24,3,2,2,7,3.0,400.0,1.0,2.0,1,2,2,2,2,1,1,1,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,,,3,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
13601101,13601101,13601,136011,1,136,1,1,39,1,2,6,1,5,1,2,1,1,1.0,4000.0,1.0,2.0,1,1,2,1,2,2,3,3,1,1,8,2,2,2,2,2,2,2,2,2,2,2,,,,2,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
13601201,13601201,13601,136012,1,136,1,2,68,1,2,6,1,5,1,2,5,5,,,,,2,1,2,2,1,2,3,3,1,1,8,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,1,1,1,,,,,,,,,,,,,,,,,,,0,0
13708101,13708101,13708,137081,1,137,8,1,32,1,6,3,1,22,4,3,6,1,5.0,2300.0,1.0,1.0,1,1,1,2,3,2,1,4,1,2,1,1,1,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
13808102,13808102,13808,138081,2,138,8,1,27,1,3,3,2,24,4,2,1,1,2.0,1200.0,1.0,2.0,2,1,2,2,1,2,1,1,0,2,4,1,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
13904101,13904101,13904,139041,1,139,4,1,34,1,8,4,1,9,1,4,5,1,1.0,20000.0,3.0,1.0,1,1,2,1,4,1,1,5,1,1,3,2,2,1,2,2,2,2,2,2,2,1,1.0,1.0,1.0,2,1,3,1,1,,1.0,,,,,,,,,2.0,,,,,,,,1,1
14004103,14004103,14004,140041,3,140,4,1,25,1,6,3,3,28,1,2,6,3,,,,,1,1,2,1,2,2,3,5,1,1,8,2,1,2,2,1,2,2,2,2,2,2,,,,2,2,3,1,1,1.0,,,1.0,,,,,,2.0,,,2.0,,,,,,1,2
14110102,14110102,14110,141101,2,141,10,1,37,2,2,4,2,30,4,5,5,7,,,,,1,1,2,2,1,1,2,3,0,1,5,1,1,2,2,2,2,2,2,2,2,2,,,,9,3,2,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
14204101,14204101,14204,142041,1,142,4,1,55,2,3,3,1,29,4,5,4,7,,,,,1,1,2,1,1,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
14304101,14304101,14304,143041,1,143,4,1,52,1,3,3,1,28,1,2,5,1,5.0,5000.0,3.0,2.0,1,1,2,1,1,1,3,4,1,1,9,4,2,1,2,2,2,2,2,1,2,2,,,,2,3,3,2,1,,2.0,,,,,,2.0,,,,,,,,,,,0,0
14409101,14409101,14409,144091,1,144,9,1,50,1,6,3,1,1,2,3,5,1,1.0,8800.0,3.0,1.0,1,1,2,1,1,2,4,8,2,1,6,1,1,1,2,2,2,2,2,2,2,1,1.0,1.0,2.0,2,1,3,1,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
14514102,14514102,14514,145141,2,145,14,1,51,2,6,3,2,3,4,1,5,1,1.0,5000.0,2.0,1.0,1,1,1,2,4,1,2,3,1,1,3,3,2,2,2,1,2,2,2,2,2,2,,,,9,1,3,2,1,,,,2.0,,,,,,,,,,,,,,,0,0
14617101,14617101,14617,146171,1,146,17,1,50,2,3,3,1,27,3,6,4,1,5.0,1000.0,1.0,2.0,1,2,2,2,2,1,3,5,1,1,3,3,2,2,2,2,2,2,2,2,2,2,,,,3,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
14703102,14703102,14703,147031,2,147,3,1,34,2,3,3,2,23,1,6,1,1,1.0,8000.0,3.0,1.0,1,1,2,2,1,2,2,3,1,2,5,3,2,2,2,2,2,2,2,2,2,2,,,,3,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
14801101,14801101,14801,148011,1,148,1,1,72,2,6,3,1,15,1,5,4,5,,,,,2,1,1,2,1,2,2,3,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2.0,2.0,2.0,9,9,3,1,2,,,,,,2.0,,,,,,,,,,,,,0,0
14904103,14904103,14904,149041,3,149,4,1,19,1,2,5,5,15,3,5,1,1,1.0,1000.0,1.0,2.0,1,1,2,1,2,2,2,3,0,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
15002106,15002106,15002,150021,6,150,2,1,52,1,2,2,5,25,2,1,2,1,2.0,1800.0,1.0,2.0,1,1,2,2,5,2,1,2,1,1,6,6,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
15108102,15108102,15108,151081,2,151,8,1,37,2,6,3,2,5,2,2,5,7,,,,,1,1,2,2,9,2,2,5,1,1,5,1,1,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,1,2.0,,,,,,,,,,,,,,,,,,0,0
15203101,15203101,15203,152031,1,152,3,1,45,1,8,1,1,14,1,3,5,1,1.0,15000.0,3.0,1.0,1,2,1,2,5,2,4,5,1,1,5,2,2,2,2,2,2,2,2,2,2,1,1.0,1.0,2.0,1,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
15301101,15301101,15301,153011,1,153,1,1,68,1,8,6,1,3,2,1,5,1,1.0,20000.0,2.0,1.0,1,1,2,1,1,2,3,6,1,1,4,2,2,2,1,2,2,2,2,2,2,1,1.0,2.0,2.0,1,2,3,1,1,,,2.0,,,,,,,,,,,,,,,,0,0
15404102,15404102,15404,154041,2,154,4,1,35,2,2,6,2,15,3,5,1,7,,,,,1,1,2,2,1,2,1,2,0,2,5,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
15504102,15504102,15504,155041,2,155,4,1,39,2,8,4,2,28,1,2,5,1,1.0,4500.0,2.0,1.0,1,1,2,1,5,2,2,5,2,1,4,1,1,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,1,2.0,,,,,,,,,,,,,,,,,,0,0
15602101,15602101,15602,156021,1,156,2,1,45,2,8,4,1,31,1,6,4,1,1.0,7500.0,2.0,1.0,1,2,1,2,4,2,2,5,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1.0,2.0,1.0,3,1,3,1,1,,1.0,,2.0,,,,,,,2.0,,,,,,,,1,1
15704101,15704101,15704,157041,1,157,4,1,73,2,2,6,1,6,1,3,4,7,5.0,300.0,3.0,2.0,1,2,2,2,1,2,2,7,3,2,1,0,1,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
15816104,15816104,15816,158161,4,158,16,1,22,2,6,3,3,24,4,2,1,7,,,,,1,1,2,1,3,2,3,4,0,1,5,1,1,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
15903102,15903102,15903,159031,2,159,3,1,56,2,3,3,2,30,1,5,1,7,,,,,1,1,2,1,1,2,2,5,1,1,4,0,1,1,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
16001102,16001102,16001,160011,2,160,1,1,18,1,6,2,3,26,1,1,6,6,3.0,840.0,1.0,2.0,1,2,2,2,1,2,2,4,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,3,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
16104103,16104103,16104,161041,3,161,4,1,28,2,8,5,3,27,3,6,6,1,1.0,1500.0,2.0,1.0,1,1,1,2,3,2,3,6,3,1,3,3,2,1,2,2,2,2,2,2,2,1,2.0,2.0,1.0,2,2,3,2,1,,1.0,,,,,,,,,1.0,,,,,,,,1,1
16202101,16202101,16202,162021,1,162,2,1,65,1,6,3,1,17,1,5,5,5,,,,,1,1,1,1,1,2,2,3,1,1,2,0,2,2,2,2,2,2,2,2,2,2,,,,9,1,2,2,2,,,,,,,,,,,,,,,,,,,0,0
16308102,16308102,16308,163081,2,163,8,1,39,2,2,6,3,16,4,3,6,7,,,,,1,1,2,1,1,2,3,4,1,2,5,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
16308201,16308201,16308,163082,1,163,8,2,30,1,3,3,1,16,4,3,5,1,2.0,2000.0,1.0,2.0,1,1,2,1,5,2,3,4,1,2,5,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
16406101,16406101,16406,164061,1,164,6,1,59,1,2,6,1,20,4,6,5,1,5.0,1500.0,1.0,2.0,2,1,2,2,1,2,2,4,0,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,3,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
16501101,16501101,16501,165011,1,165,1,1,42,1,8,4,1,13,2,5,3,1,1.0,5000.0,1.0,1.0,1,1,2,1,2,2,2,5,2,1,2,1,2,1,1,2,2,1,2,2,2,1,1.0,2.0,2.0,2,2,3,1,1,,2.0,2.0,,,2.0,,,,,,,,,,,,,0,0
16601101,16601101,16601,166011,1,166,1,1,55,1,8,4,1,31,1,6,1,1,4.0,30000.0,3.0,2.0,1,1,1,1,4,2,2,6,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2.0,2.0,1.0,2,3,3,1,1,,,,,,,,,,,,,,,,,,,0,0
16703101,16703101,16703,167031,1,167,3,1,58,1,3,2,1,12,1,6,5,1,5.0,6000.0,3.0,1.0,1,1,1,2,3,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
16805102,16805102,16805,168051,2,168,5,1,31,2,8,4,2,6,1,3,5,1,1.0,7300.0,2.0,1.0,1,1,2,2,2,2,1,2,2,1,3,2,2,1,2,1,2,1,2,2,2,1,1.0,2.0,1.0,1,1,3,1,1,,2.0,,2.0,,2.0,,,,,,,,,,,,,0,0
16902102,16902102,16902,169021,2,169,2,1,29,1,3,3,3,9,1,4,6,9,,,,,1,1,2,1,1,2,5,8,2,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
17005101,17005101,17005,170051,1,170,5,1,35,2,6,3,1,16,1,3,2,1,5.0,2500.0,2.0,2.0,1,1,2,1,3,2,2,3,1,1,3,1,1,2,2,2,2,2,2,2,2,2,,,,9,3,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
17118102,17118102,17118,171181,2,171,18,1,43,2,0,0,2,30,4,5,5,7,,,,,2,3,2,2,5,1,2,4,0,1,6,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
17205101,17205101,17205,172051,1,172,5,1,31,1,3,3,1,22,3,3,6,1,1.0,2000.0,1.0,1.0,1,2,1,1,5,2,1,3,1,1,1,1,1,1,2,1,2,2,2,2,2,2,,,,2,2,3,2,2,2.0,2.0,,2.0,,,,,,,,,,,,,,,0,0
17316102,17316102,17316,173161,2,173,16,1,44,2,7,3,2,23,2,6,1,1,1.0,5200.0,2.0,1.0,1,1,2,2,3,2,2,4,1,1,3,2,1,1,2,2,2,2,2,2,2,1,1.0,2.0,2.0,1,2,3,1,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
17420102,17420102,17420,174201,2,174,20,1,55,1,3,3,5,24,4,2,6,1,2.0,1000.0,1.0,2.0,2,1,2,2,1,2,2,3,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
17517101,17517101,17517,175171,1,175,17,1,73,2,7,3,1,29,2,5,3,5,,,,,1,2,2,1,1,2,3,5,1,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
17612101,17612101,17612,176121,1,176,12,1,65,1,6,3,1,20,3,6,5,5,,,,,1,1,2,1,5,2,2,4,1,1,4,3,1,2,2,2,2,2,2,2,2,1,1.0,2.0,1.0,9,9,2,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
17720101,17720101,17720,177201,1,177,20,1,24,2,3,3,1,27,4,6,1,7,,,,,1,2,2,1,4,1,2,3,1,1,6,4,1,2,2,2,2,2,2,2,2,2,,,,9,3,2,2,2,1.0,,,,,,,,,2.0,,,,,,,,,1,1
17803102,17803102,17803,178031,2,178,3,1,26,2,2,6,6,14,2,3,6,1,1.0,2400.0,1.0,2.0,1,1,2,1,4,1,2,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
17905101,17905101,17905,179051,1,179,5,1,51,1,3,3,1,1,1,3,2,1,1.0,3200.0,1.0,1.0,1,1,2,2,3,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,1,2,,,,,,,,,,,,,,,,,,,0,0
18004101,18004101,18004,180041,1,180,4,1,58,1,2,1,1,3,1,1,5,8,,,,,1,1,2,2,1,2,4,4,3,2,4,1,1,2,2,2,2,2,2,2,2,1,2.0,2.0,2.0,9,3,2,2,2,1.0,,,,,,,,,2.0,,,,,,,,,1,1
18104101,18104101,18104,181041,1,181,4,1,31,1,8,4,1,13,3,5,6,1,5.0,2000.0,1.0,2.0,1,1,1,1,5,1,3,6,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,2,1,2,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
18204101,18204101,18204,182041,1,182,4,1,39,2,3,3,1,28,1,2,2,1,1.0,2300.0,1.0,1.0,1,1,2,2,5,2,2,3,1,1,5,1,2,2,2,2,2,1,2,2,2,1,1.0,2.0,2.0,2,2,3,2,2,,,,,,2.0,,,,,,,,,,,,,0,0
18310101,18310101,18310,183101,1,183,10,1,35,2,6,3,1,11,3,3,2,1,5.0,1200.0,1.0,2.0,1,1,2,2,1,2,2,3,1,1,3,1,2,1,2,2,2,2,2,2,2,2,,,,2,3,3,2,1,,1.0,,,,,,,,,2.0,,,,,,,,1,1
18402102,18402102,18402,184021,2,184,2,1,58,2,3,3,2,29,3,5,5,1,1.0,1500.0,1.0,1.0,1,1,1,1,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
18505104,18505104,18505,185051,4,185,5,1,22,2,3,3,5,2,4,1,1,1,1.0,0.0,,,1,2,2,1,9,2,2,3,1,1,5,1,2,2,2,2,2,2,1,2,2,2,,,,9,1,1,2,2,,,,,,,2.0,,,,,,,,,,,,0,0
18607101,18607101,18607,186071,1,186,7,1,43,2,6,3,1,15,4,5,6,1,1.0,5500.0,2.0,1.0,1,1,2,1,4,2,3,6,1,1,4,3,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
18702101,18702101,18702,187021,1,187,2,1,27,1,8,4,1,22,1,3,1,1,1.0,19000.0,3.0,1.0,1,1,1,1,3,2,2,4,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1.0,2.0,2.0,2,1,3,2,1,1.0,1.0,,2.0,,,,2.0,,1.0,2.0,,,,,,,,1,2
18802101,18802101,18802,188021,1,188,2,1,62,2,6,2,1,3,1,1,6,1,1.0,7000.0,3.0,1.0,1,1,1,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,2.0,,,,,,,,,,,,,,,,0,0
18904101,18904101,18904,189041,1,189,4,1,45,1,8,4,1,3,1,1,4,1,1.0,8000.0,2.0,1.0,1,1,2,2,3,2,3,4,1,1,3,2,2,2,2,2,2,1,2,2,2,1,1.0,2.0,2.0,2,3,3,1,2,,,,,,2.0,,,,,,,,,,,,,0,0
